store_number,store_name,address,city,state,zip_code,phone_number,manager,tool_rental,wifi,store_hours,latitude,longitude
8433,"Bridgeport,WV",1180 West Main Street,Bridgeport,WV,26330,(304) 848-0610,Michael H. Yudt,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,39.281274,-80.274368
8437,Seguin,201 W I-10,Seguin,TX,78155,(830) 372-0714,Jennifer A. Reed,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,29.598812,-97.965363
8438,Burleson,300 NW John Jones,Burleson,TX,76028,(817) 447-6602,William T. Kratz,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,32.525267,-97.35216
8439,Hutto,600 W Hwy 79,Hutto,TX,78634,(512) 759-3688,Jerry L. Blair,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,30.54354,-97.542935
8440,"Wilmington,DE",3600 Miller Road,Wilmington,DE,19802,(302) 762-3501,Philip F. Pisani,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,39.767115,-75.532452
8444,Ft Myers East,3402 Forum Blvd,Fort Myers,FL,33905,(239) 278-5201,George E. Larsen,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,26.614129,-81.798558
8445,Rogers,1701 S 46th Street,Rogers,AR,72756,(479) 619-2730,Kevin M. Schiller,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.31796,-94.182742
8446,Panama City Beach,11500 Panama City Bch Pk,Panama City,FL,32407,(850) 234-2018,Jason M. Adamo,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.198479,-85.812778
8447,Lady Lake,871 North Hwy 27,Lady Lake,FL,32159,(352) 751-7600,John Whitaker,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.952856,-81.957822
8453,Hilo,380 Makaala Street,Hilo,HI,96720,(808) 920-8400,Lehua P. Paishon,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-19:00,19.698122,-155.059077
8454,Kyle,"3730 Dry Hole Dr, Cr#210",Kyle,TX,78640,(512) 295-8170,Derek J. Nicolson,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,30.035757,-97.848016
8456,"MT Pleasant,NY",1 Saw Mill River Road,Hawthorne,NY,10532,(914) 593-7110,Frederick D. Schlott,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-18:00,41.081232,-73.818497
8460,N Kansas City,8900 NW Skyview Avenue,Kansas City,MO,64154,(816) 741-2580,Robert Large,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,39.257823,-94.649619
8463,West Covina,2220 S Azusa Avenue,West Covina,CA,91792,(626) 965-1013,Paul F. Kelly,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,34.037486,-117.912942
8465,Raceway,1300-1320 Corporate Dr,Westbury,NY,11590,(516) 794-1101,Paul G. Hughes,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,40.741949,-73.589546
8466,Syosset,111 Jericho Turnpike,Syosset,NY,11791,(516) 364-4677,Tara Muro,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,40.81004,-73.51095
8469,Olive Branch,7740 Craft Goodman Rd,Olive Branch,MS,38654,(662) 890-9470,Dale I. Sullivan,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,34.96688,-89.85566
8472,N Pensacola,541 W Nine Mile Rd,Pensacola,FL,32534,(850) 476-1641,John M. Newbern,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.531378,-87.280742
8488,Nogales,430 White Park Drive,Nogales,AZ,85621,(520) 375-6545,Jorge L. Leon,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,31.359421,-110.938115
8492,Red Bluff,2650 Main Street,Red Bluff,CA,96080,(530) 528-8579,Jennifer Guarino,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-20:00,40.194508,-122.238702
8493,Danville,175 Holt Garrison Pkwy,Danville,VA,24540,(434) 799-9570,Brett M. Newman,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-19:00,36.601219,-79.41632
8517,Grand Prairie South,5280 South Hwy 360,Grand Prairie,TX,75052,(972) 602-9385,Robert K. Daffern,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.641541,-97.060516
8518,"Brenham, TX",2801 Wood Ridge Blvd,Brenham,TX,77833,(979) 277-9964,Paul Coschigano,yes,yes,Monday 7:00-21:00; Tuesday 7:00-21:00; Wednesday 7:00-21:00; Thursday 7:00-21:00; Friday 7:00-21:00; Saturday 7:00-21:00; Sunday 8:00-19:00,30.139751,-96.389938
8519,Mission,120 S Shary Road,Mission,TX,78572,(956) 583-4194,Ricardo Solis,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,26.20027,-98.287635
8520,New Braunfels,1360 N Ih 35,New Braunfels,TX,78130,(830) 625-4089,Carlos I. Barrera,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,29.702471,-98.091616
8521,White Settlement,9509 White Settlement Rd,White Settlement,TX,76108,(817) 367-7115,Clay T. Rush,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.760894,-97.480708
8523,East El Paso,12221 Montwood Drive,El Paso,TX,79936,(915) 856-3082,Raul Morales,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,31.762012,-106.263682
8524,Crescent City,520 US Highway 101 North,Crescent City,CA,95531,(707) 464-9463,Hugh A. Campbell,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-19:00,41.761421,-124.197628
8525,East Irvine,6200 Irvine Blvd,Irvine,CA,92620,(949) 262-0685,Robyn L. Haygood,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,33.70107,-117.741989
8526,Palm Springs,"5200 E Ramon Rd, Bldg A",Palm Springs,CA,92264,(760) 322-0424,Janet L. Hart,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,33.81591,-116.491204
8527,Thomaston,1025 Hwy 19 North,Thomaston,GA,30286,(706) 648-4800,Stephen Frederick,,yes,Monday 7:00-21:00; Tuesday 7:00-21:00; Wednesday 7:00-21:00; Thursday 7:00-21:00; Friday 7:00-21:00; Saturday 7:00-21:00; Sunday 8:00-19:00,32.921822,-84.336911
8528,North Port,18000 Tamiami Trail,North Port,FL,34287,(941) 240-5935,Jennifer L. Harris,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-19:00,27.034146,-82.214914
8529,"Selma, CA",3175 Highland Ave,Selma,CA,93662,(559) 891-0506,Raymond C. Charland,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,36.580141,-119.62867
8531,Palatka,417 N Hwy 19,Palatka,FL,32177,(386) 325-5857,Patricia A. Scherer,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-19:00,29.653188,-81.669337
8537,El Dorado,507 West 19th Street,El Dorado,AR,71730,(870) 875-1427,,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.236558,-92.668997
8540,"MT Pleasant,TX",2530 S Jefferson Ave,Mount Pleasant,TX,75455,(903) 434-7940,Robert L. Halter,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.131166,-94.971044
8545,Sebastian,13361 US Hwy 1,Sebastian,FL,32958,(772) 589-1383,Jennifer A. Caton,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,27.836206,-80.486162
8548,Lanham,10301 M L King Jr. Hwy,Lanham,MD,20706,(301) 805-8149,Laura A. Aguirre,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,38.9622,-76.8522
8550,Upper Marlboro,15410 Chrysler Drive,Upper Marlboro,MD,20772,(301) 780-6555,Steven R. Drake,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,38.817738,-76.739249
8551,S Riding,25000 Riding Plaza,Chantilly,VA,20152,(703) 327-3517,Pierre J. Durandisse,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,38.926266,-77.520424
8552,Warrenton,267 Alwington Blvd,Warrenton,VA,20186,(540) 878-2236,Chad M. Horvat,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,38.696309,-77.792113
8557,"Phoenix,OR",3345 N Phoenix Road,Phoenix,OR,97535,(541) 512-1458,Steven G. McDonald,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,42.283033,-122.814339
8560,S Reno,1001 Steamboat Pkwy,Reno,NV,89521,(775) 851-6000,Gregory J. Hart,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,39.422915,-119.739686
8561,"Burlington,WA",2001 Market Place Drive,Burlington,WA,98233,(360) 757-1986,Michael Stephens,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,48.447846,-122.338608
8562,Bonney Lake,9602 214th Ave East,Bonney Lake,WA,98391,(253) 862-3803,Chris T. Kourkos,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,47.170227,-122.146021
8563,Oak Harbor,31800 Sr 20,Oak Harbor,WA,98277,(360) 675-0105,William W. Turner,,yes,Monday 7:00-21:00; Tuesday 7:00-21:00; Wednesday 7:00-21:00; Thursday 7:00-21:00; Friday 7:00-21:00; Saturday 7:00-21:00; Sunday 8:00-20:00,48.293285,-122.654513
8566,Riverton,3852 West 13400 South,Riverton,UT,84065,(801) 254-5762,Rod D. Palmer,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,40.50782,-111.98239
8571,Lincoln,1000 Groveland Lane,Lincoln,CA,95648,(916) 434-7337,Adam J. Lauder,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-20:00,38.868458,-121.303056
8572,Morgan Hill,860 E Dunne Avenue,Morgan Hill,CA,95037,(408) 779-9755,Deavalon L. Madison,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,37.13048,-121.63615
8577,"Florence,AL",351 Seville Street,Florence,AL,35630,(256) 764-5037,Joshua H. Williams,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,34.835566,-87.628235
8580,"Florence,SC",3051 West Radio Drive,Florence,SC,29501,(843) 661-2597,Erinn N. Annis,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,34.187049,-79.837112
8582,Chandler/Germann Rd,2530 E Germann Rd,Chandler,AZ,85286,(480) 786-5402,Andrew R. Nagy,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.279867,-111.798253
8583,"Layton, UT",449 N. Main St,Layton,UT,84041,(801) 543-2296,Derek K. Carver,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.066268,-111.972013
8584,"Greensboro,GA",2490 Meadow Crest,Greensboro,GA,30642,(706) 454-1623,Nicola T. Palmer,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,33.541341,-83.208245
8597,"Auburn,CA",11755 Willow Creek Drive,Auburn,CA,95603,(530) 889-9810,Lawrence E. Snyder,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,38.938185,-121.09817
8598,Lincoln & McCormick,6211 N Lincoln Avenue,Chicago,IL,60659,(773) 588-5828,Satish Kumar,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,41.996283,-87.714157
8913,"Lancaster,SC",1116 US Hwy 9 Byp W,Lancaster,SC,29720,(803) 286-9700,Thomas A. Hedrick,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,34.734545,-80.790991
8916,Memphis Poplar,1627 Poplar Avenue,Memphis,TN,38104,(901) 722-3535,Arthur R. Pruitt,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,35.143065,-90.005861
8918,Crawfordsville,1710 US 231 South,Crawfordsville,IN,47933,(765) 361-9306,Nelson Frye,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,40.015523,-86.900988
8919,S Little Rock,11 Mabelvale Plaza Lane,Little Rock,AR,72209,(501) 565-7168,Jose M. Rodriguez,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,34.665469,-92.383604
8922,Owasso,9450 N 129th East Ave,Owasso,OK,74055,(918) 376-9975,Angela S. Smith,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,36.290097,-95.831947
8924,Calhoun,1280 Curtis Pkwy,Calhoun,GA,30701,(706) 629-2509,David B. Macknight,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,34.475739,-84.92238
8926,Apopka,1670 W Orange Blossom Tr,Apopka,FL,32712,(407) 880-4778,Kimberly R. Rehn,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.686379,-81.540886
8929,Zephyrhills,32715 Eiland Blvd,Zephyrhills,FL,33545,(813) 788-1642,Scott A. Dowen,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,28.220012,-82.249394
8938,Kenai,10480 Spur Highway,Kenai,AK,99611,(907) 283-2228,Michael J. Olson,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,60.561538,-151.238527
8939,Juneau,5201 Commercial Blvd,Juneau,AK,99801,(907) 463-5034,Thomas M. Hart,,yes,Monday 7:00-20:00; Tuesday 7:00-20:00; Wednesday 7:00-20:00; Thursday 7:00-20:00; Friday 7:00-20:00; Saturday 7:00-20:00; Sunday 9:00-19:00,58.359091,-134.478998
8940,SE Anchorage,1715 Abbott Road,Anchorage,AK,99507,(907) 644-5646,Brady Wilson,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,61.143875,-149.844083
8941,Nampa,2003 N Cassia St,Nampa,ID,83651,(208) 461-6476,Joshua D. Hazlett,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-19:00,43.602639,-116.604685
8944,W Seattle,7345 Delridge Way SW,Seattle,WA,98106,(206) 762-2126,Eric P. Scharmer,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,47.536484,-122.363653
8949,Poway,12175 Tech Center Drive,Poway,CA,92064,(858) 513-0080,Denise K. Odion,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,32.93807,-117.03645
8951,Rowlett,2201 Lakeview Parkway,Rowlett,TX,75088,(972) 463-7924,Richard A. Arthur,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.910536,-96.582268
8954,Dublin,1833 Veterans Blvd,Dublin,GA,31021,(478) 272-4869,Lisa C. Daverin,,yes,Monday 7:00-21:00; Tuesday 7:00-21:00; Wednesday 7:00-21:00; Thursday 7:00-21:00; Friday 7:00-21:00; Saturday 7:00-21:00; Sunday 8:00-20:00,32.539504,-82.943243
8955,West Sadsbury,500 Commons Drive,Parkesburg,PA,19365,(610) 857-5207,Stacey Mastrocola,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,39.981096,-75.934949
8958,Bellport,20 Farber Drive,Bellport,NY,11713,(631) 286-0210,Gilbert E. Ortiz,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,40.791045,-72.949296
8964,Aberdeen,2213 Port Industrial Rd,Aberdeen,WA,98520,(360) 533-6661,Katherine E. Rurup,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,46.965484,-123.841829
8966,Moses Lake,980 W Central Drive,Moses Lake,WA,98837,(509) 765-9128,Brad J. Landon,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,47.147903,-119.292437
8975,Oroville,2150 3rd Street,Oroville,CA,95965,(530) 538-0521,Michael V. Marrs,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-19:00,39.523116,-121.570559
8976,"Lancaster,TX",500 N I-35 East,Lancaster,TX,75146,(972) 223-4929,Kendra Codrington,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.59505,-96.819754
8981,Chardon,287 Meadowlands Drive,Chardon,OH,44024,(440) 285-7400,David E. Furlich,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,41.58757,-81.22324
8984,St Joseph,5201 N Belt Line Hwy,Saint Joseph,MO,64506,(816) 232-2053,Jerry B. Sutton,,yes,Monday 7:00-21:00; Tuesday 7:00-21:00; Wednesday 7:00-21:00; Thursday 7:00-21:00; Friday 7:00-21:00; Saturday 7:00-21:00; Sunday 8:00-19:00,39.812447,-94.812122
8987,"Beaumont, CA",1480 East 2nd Street,Beaumont,CA,92223,(951) 769-0301,Richard D. Scandlyn,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,33.92329,-116.95655
8988,Lake Elsinore,18282 Collier Avenue,Lake Elsinore,CA,92530,(951) 245-9055,Delaine A. Lynch,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,33.69172,-117.34201
8994,"Chesterfield,MO",390 Thf Boulevard,Chesterfield,MO,63005,(636) 536-0675,Glenn P. Flynn,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,38.66739,-90.6066
8995,Dripping Springs,260 East Highway 290,Dripping Springs,TX,78620,(512) 858-5041,Everett G. Clements,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,30.191447,-98.085019
8996,Massena,41 Stephenville Road,Massena,NY,13662,(315) 764-9930,Virginia A. Mossow,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,44.925802,-74.874905
8998,Sequim,1145 W Washington St,Sequim,WA,98382,(360) 582-1620,Gina L. Hanna,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,48.076703,-123.130458
154,Sandy Springs,6400 Pchtree-Dunwoody Rd,Sandy Springs,GA,30328,(770) 804-8065,Arden A. Ellise,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,33.929289,-84.352542
