store_number,store_type,address,city,state,zip_code,phone_number,playplace,drive_thru,arch_card,free_wifi,latitude,longitude
31320,WAL-MART,2409 E.MAIN STREET,RUSSELLVILLE,AR,72801,(479)967-2627,N,N,Y,N,35.276816,-93.096727
31353,WAL-MART,304 S ROCKWOOD,CABOT,AR,72023,(501)941-0152,N,N,Y,N,34.977621,-92.040018
31364,WAL-MART,250 WEST 65TH -WM,LOVELAND,CO,80538,(970)461-1566,N,N,Y,N,40.456822,-105.079999
31376,WAL-MART,1175 S. ARIZONA AVE,CHANDLER,AZ,85286,(480)963-2649,N,N,Y,N,33.289017,-111.838396
31388,WAL-MART,MONTEREY & DINAH SHORE,PALM DESERT,CA,92211,(760)770-2673,N,N,Y,N,33.814715,-116.485561
31389,WAL-MART,SAN JACINTO AVENUE & COMMONWEALTH,SAN JACINTO,CA,92583,(951)487-2330,N,N,Y,Y,33.76668,-116.956003
31397,WAL-MART,901 UNSER BLD  SE ( (W-M 3732),RIO RANCHO,NM,87124,(505)892-3714,N,N,Y,Y,35.243074,-106.699159
31399,WAL-MART,610 WEST 29TH STREET (W-M),SAN ANGELO,TX,76903,(325)653-1399,N,N,Y,N,31.487107,-100.460916
31431,WAL-MART,SEC 13400 S 3600W W-M 3620,RIVERTON,UT,84065,(801)302-7200,N,N,Y,Y,40.505424,-111.977888
31445,WAL-MART,2121 HIGHWAY 146 (WM),LIBERTY,TX,77575,(936)336-3636,N,N,Y,N,30.078668,-94.773146
31446,WAL-MART,8923 W MILITARY DR (W-M),SAN ANTONIO,TX,78227,(210)521-0303,N,N,Y,N,29.443111,-98.64226
31464,WAL-MART,1825 W. BELL RD,PHOENIX,AZ,85023,(602)993-3413,N,N,Y,N,33.637485,-112.098143
31465,WAL-MART,775 S 20TH AVE(W-M 1149),SAFFORD,AZ,85546,(928)428-0169,N,N,Y,Y,32.83273,-109.730626
31466,WAL-MART,9151 SOUTH QUARRY BEND DRIVE,SANDY,UT,84094,(801)566-5432,N,N,Y,Y,40.58723,-111.860371
31475,WAL-MART,1919 N MAIN W-M #872,PEARLAND,TX,77581,(281)485-5524,N,N,Y,N,29.57307,-95.28371
31481,WAL-MART,6767 103RD STREET(WM#1090),JACKSONVILLE,FL,32210,(904)854-4580,N,N,Y,Y,30.250233,-81.7535
31504,WAL-MART,1911 4TH ST. (W-M 3826),LUBBOCK,TX,79401,(806)744-3002,N,N,Y,Y,33.590657,-101.858298
31506,WAL-MART,5065 PYRAMID LAKE HWY(WM#3729),SPARKS,NV,89436,(775)424-1821,N,N,Y,N,39.582656,-119.745601
31507,WAL-MART,2720 RING ROAD (WM #3658),GREENSBORO,NC,27402,(336)375-5510,N,N,Y,N,36.109434,-79.756464
31523,WAL-MART,2524 E. 2ND STREET,RENO,NV,89512,(775)348-5964,N,N,Y,N,39.528855,-119.782005
31526,WAL-MART,"899 BLANDING BLVD,(W-M #1225)",ORANGE PARK,FL,32065,(904)276-0062,N,N,Y,Y,30.137823,-81.769221
31540,WAL-MART,NWC N TEXAS & ATLANTIC,FAIRFIELD,CA,94533,(707)425-2692,N,N,Y,N,38.27856,-122.035259
31541,WAL-MART,SEC HWY 29 & NAPA JUNCTION,AMERICAN CANYON,CA,94503,(707)553-8570,N,N,Y,N,38.183398,-122.252058
31543,WAL-MART,1606 S. SIGNAL BUTTE ROAD,MESA,AZ,85207,(480)984-4324,N,N,Y,N,33.384478,-111.599945
31549,WAL-MART,18185 ZANE ST. (WALMART),ELK RIVER,MN,55330,(763)441-4621,N,N,Y,N,45.302976,-93.553962
31551,WAL-MART,2915 W. MARKET ST (WM #3829),JOHNSON CITY,TN,37604,(423)434-4600,N,N,Y,N,36.309696,-82.40667
31563,WAL-MART,2010 VALUE DRIVE(W-M #3838),TARENTUM,PA,15084,(724)274-0531,N,N,Y,Y,40.564306,-79.804076
31572,WAL-MART,7155 SHERIDAN BLVD,WESTMINSTER,CO,80030,(720)540-6914,N,N,Y,N,39.82531,-105.055687
31577,WAL-MART,5601 E. RAMON ROAD,PALM SPRINGS,CA,92264,(760)322-8506,N,N,Y,Y,33.799875,-116.38527
31591,MALL,300 N WELLS -MERCH MR (SPACES 205 & 207),CHICAGO,IL,60654,(312)644-2090,N,N,Y,Y,41.888872,-87.634316
31593,WAL-MART,4041 VETERANS DRIVE(W-M#852),OTTAWA,IL,61350,(815)433-6160,N,N,Y,N,41.378078,-88.844015
31614,WAL-MART,561 YOPP RD (W-M 3864),JACKSONVILLE,NC,28540,(910)937-9750,N,N,Y,N,34.75116,-77.462513
31627,WAL-MART,200 W 136TH AVE,WESTMINSTER,CO,80234-1204,(303)252-1480,N,N,Y,N,39.940944,-104.990593
31628,WAL-MART,19205 SR 410 EAST (WM 5041),BONNEY LAKE,WA,98391,(253)862-4232,N,N,Y,Y,47.167576,-122.142944
31630,WAL-MART,2333 W WILLIAMS ST.,FALLON,NV,89406,(775)423-6129,N,N,Y,N,39.477,-118.788
31646,WAL-MART,201 ZELKOVA CT-NW/NC HWY 16 (W-M #4224),CONOVER,NC,28613-8377,(828)465-9709,N,N,Y,N,35.727072,-81.210647
31663,WAL-MART,3900 FOUNTAIN SQUARE PLACE,WAUKEGAN,IL,60085,(847)473-4116,N,N,Y,N,42.344581,-87.89825
31673,WAL-MART,705 MIDDLETOWN WARWICK RD,MIDDLETOWN,DE,19709,(302)376-4390,N,N,Y,N,39.445838,-75.737768
31674,WAL-MART,1330 W. CLEMMONSVILLE ROAD EXTENSION,WINSTON SALEM,NC,27127,(336)788-0965,N,N,Y,N,36.02748,-80.262537
31675,WAL-MART,19205 SR 410 E (WM #4219),BUDA,TX,78610,(512)312-2888,N,N,Y,N,30.086564,-97.824546
31804,WAL-MART,502 E FM 351,BEEVILLE,TX,78102,(361)354-5333,N,N,Y,N,28.420275,-97.757776
31805,WAL-MART,4600 7TH ST,BAY CITY,TX,77414,(979)323-8099,N,N,Y,N,28.9858,-95.9352
31806,WAL-MART,2721 BOCA CHICA,BROWNSVILLE,TX,78521,(956)554-7715,N,N,Y,N,25.924687,-97.477186
31807,WAL-MART,4101 S MCCOLL RD (WM#3886),EDINBURG,TX,78539,(956)630-5535,N,N,Y,N,26.265992,-98.201782
31840,WAL-MART,2228 W 1700 SOUTH,SYRACUSE,UT,84075,(801)525-0981,N,N,Y,Y,41.089225,-112.068833
31881,WAL-MART,1721 N. CUSTER (W-M 5311),MCKINNEY,TX,75070,(972)529-5490,N,N,Y,Y,33.2168,-96.7355
31892,WAL-MART,11124 CHAPEL HILL ROAD(W-M#4250),MORRISVILLE,NC,27560,(919)941-5180,N,N,Y,N,35.867167,-78.846408
31902,WAL-MART,66 STATE ROAD 344 (W-M 4201),EDGEWOOD,NM,87015,(505)281-2813,N,N,Y,Y,35.070823,-106.189414
31912,WAL-MART,300 NW OAK TREE LANE,REDMOND,OR,97756,(541)923-7322,N,N,Y,Y,44.293027,-121.170599
31915,FREESTANDING,11260 MONTANA,EL PASO,TX,79936,(915)629-2027,Y,Y,Y,Y,31.80123,-106.302838
31922,WAL-MART,156 POWER CENTER DRIVE-WM#3874,DAWSONVILLE,GA,30534,(706)265-8032,N,N,Y,Y,34.35494,-84.042167
31966,WAL-MART,534 S DUFF AVE,AMES,IA,50010,(515)232-0171,N,N,Y,N,42.016025,-93.607227
32026,FREESTANDING,5503 NW LOOP 410,SAN ANTONIO,TX,78238,(210)684-3600,N,Y,Y,Y,29.486031,-98.59416
32046,WAL-MART,7200 ARROYO CROSSING PKWY (W'M),LAS VEGAS,NV,89113,(702)896-5782,N,N,Y,N,36.064418,-115.24867
32047,WAL-MART,2100 BECHTLE AVE.,SPRINGFIELD,OH,45504,(937)390-7686,N,N,Y,Y,39.952006,-83.827168
32049,WAL-MART,8451 COLERIAN AVE.(W-M),CINCINNATI,OH,45239,(513)245-0613,N,N,Y,N,39.224495,-84.591071
32071,WAL-MART,TURKEY LAKE RD. & SAND LAKE RD. WM#4332,ORLANDO,FL,32819,(407)218-4140,N,N,Y,N,28.439873,-81.476551
32072,WAL-MART,1850 SW GATLIN BLVD,PORT SAINT LUCIE,FL,34953,(772)807-8252,N,N,Y,N,27.262615,-80.404705
32085,WAL-MART,3000 PROPRIETORS PL (W-M #4384),MOUNT PLEASANT,SC,29466-8361,(843)881-6887,N,N,Y,Y,32.8619,-79.788184
32087,WAL-MART,9301 FOREST LN (W-M 2427),DALLAS,TX,75243,(214)575-3788,N,N,Y,Y,32.9094,-96.7393
32105,WAL-MART,2761 JENSEN AVE,SANGER,CA,93657,(559)875-2050,N,N,Y,N,36.705726,-119.577873
32159,WAL-MART,1025 SAWDUST ROAD,THE WOODLANDS,TX,77380,(281)419-1286,N,N,Y,Y,30.123912,-95.457789
32160,WAL-MART,9235 N SAM HOUSTON PKWY E,HUMBLE,TX,77396,(281)441-3483,N,N,Y,N,29.936506,-95.252319
32163,WAL-MART,8151 EAST 32ND STREET,YUMA,AZ,85365,(928)344-4266,N,N,Y,N,32.668615,-114.493093
32171,WAL-MART,2800 NOLANA AVE,MCALLEN,TX,78504,(956)631-2679,N,N,Y,N,26.243438,-98.245327
32178,WAL-MART,DYSART & THUNDERBIRD,EL MIRAGE,AZ,85335,(623)523-0203,N,N,Y,Y,33.609775,-112.337437
32187,FREESTANDING,6680 NORTH FIFTH STREET,NORTH LAS VEGAS,NV,89086,(702)639-2372,Y,Y,Y,Y,36.281425,-115.134532
32196,WAL-MART,30830 OLD US 20,OSCEOLA,IN,46514,(574)675-0157,N,N,Y,Y,41.687024,-86.058456
32220,WAL-MART,2801 CUNNINGHAM RD,EVENDALE,OH,45241,(513)554-1054,N,N,Y,Y,39.249397,-84.428992
32225,WAL-MART,SR 57 & CHESTNUT RIDGE RD (W-M),ELYRIA,OH,44035,(440)365-0659,N,N,Y,N,41.35054,-82.067244
32312,WAL-MART,9053 HWY 107,SHERWOOD,AR,72120,(501)835-6991,N,N,Y,N,34.8328,-92.2191
32314,WAL-MART,10040 COUNTRY ROAD 48,FAIRHOPE,AL,36533,(251)990-7882,N,N,Y,N,30.524743,-87.853452
32405,WAL-MART,LOOP 303 & WADELL,SURPRISE,AZ,85388,(623)546-3624,N,N,Y,Y,33.6093,-112.419395
32447,COLLEGE,STUDENT UNION BLDG - LSU BR CAMPUS,BATON ROUGE,LA,70803,(225)338-0959,N,N,Y,N,30.412756,-91.177274
32450,WAL-MART,4021 LAGNIAPPE WAY,TALLAHASSEE,FL,32317,(850)656-1183,N,N,Y,N,30.461019,-84.217269
32463,FREESTANDING,POST RD. AND CAMPGROUND RD.,CUMMING,GA,30040,(770)886-3887,N,Y,Y,Y,34.20881,-84.22029
32489,WAL-MART,123 SAINT NAZAIRE RD (WM#415),BROUSSARD,LA,70518,(337)837-5944,N,N,Y,Y,30.1408,-91.9459
32515,FREESTANDING,205 S COLONIAL DR,ALABASTER,AL,35007-4691,(205)621-2805,N,Y,Y,Y,33.225576,-86.802661
32518,WAL-MART,11210 POTRANCO,SAN ANTONIO,TX,78245,(210)679-6000,N,N,Y,N,29.433818,-98.714075
32550,FREESTANDING,12387 PLANK ROAD,BATON ROUGE,LA,70811,(225)775-9084,N,Y,Y,Y,30.5584,-91.133876
32561,FREESTANDING,2244 LAKE WASHINGTON BLVD,WEST SACRAMENTO,CA,95691,(916)372-6600,N,Y,Y,Y,38.55679,-121.540079
32574,FREESTANDING,4777 MARLBORO PIKE,CAPITAL HEIGHTS,MD,20743,(301)669-6401,N,Y,Y,Y,38.873168,-76.931241
32589,AIRPORT,"1 MIAD TERMINAL J - 2ND FLOOR, 2K33",MIAMI,FL,33122,(305)632-3665,N,N,Y,N,25.795032,-80.279166
32591,WAL-MART,6060 FRY RD (W-M),KATY,TX,77449,(281)861-8119,N,N,Y,Y,29.860681,-95.716996
32655,WAL-MART,41650 W. MARICOPA/CASA GRANDE HWY,MARICOPA,AZ,85239,(520)568-6688,N,N,Y,N,33.038979,-112.014332
32660,WAL-MART,KILLIAN RD. & I-77,KILLIAN,SC,29203,(803)786-8898,N,N,Y,N,34.137606,-80.966453
32746,WAL-MART,4875 OLD YORK ROAD (W-M #4593),ROCK HILL,SC,29732,(803)324-8768,N,N,Y,N,34.979287,-81.089854
32757,WAL-MART,"300 PLEASANT GROVE ROAD, BLDG 600",NASHVILLE,TN,37122,(615)324-9952,N,N,Y,N,36.178712,-86.519461
32799,WAL-MART,922 EAST MAIN ST (WM #1130),LAURENS,SC,29360,(864)683-1518,N,N,Y,Y,34.492658,-81.984791
32805,SHARED BLDNG,HWY 52,ZUMBROTA,MN,55992,(507)732-7123,N,Y,Y,Y,44.280005,-92.671523
32809,FREESTANDING,10701 N. KNOXVILLE,PEORIA,IL,61615,(309)243-1771,N,Y,Y,Y,40.817448,-89.614103
32822,FREESTANDING,7301 SIX FORKS ROAD,RALEIGH,NC,27615,(919)846-9903,N,Y,Y,Y,35.879929,-78.646359
32835,WAL-MART,1800 NE 12TH AVE.(WM#3877),GAINESVILLE,FL,32641,(352)271-4302,N,N,Y,N,29.664417,-82.301537
32883,FREESTANDING,SWC 22ND ST & KOLB,TUCSON,AZ,85710,(520)747-1351,Y,Y,Y,Y,32.205868,-110.84138
32952,WAL-MART,120 TANNER LANE (W-M #4635),CLINTON,TN,37716,(865)457-9522,N,N,Y,N,36.169422,-84.086761
32962,FREESTANDING,1074 GEMINI PLACE,COLUMBUS,OH,43240,(614)796-1840,Y,Y,Y,Y,40.148077,-82.988719
32992,WAL-MART,2418 DAWES RD,MOBILE,AL,36695,(251)633-6147,N,N,Y,N,30.6394,-88.247676
32993,WAL-MART,20245 ROUTE 19-WM#1770,CRANBERRY TOWNSHIP,PA,16066,(724)742-9900,N,N,Y,Y,40.687619,-80.105062
33009,WAL-MART,12001 MAUMELLE BLVD,NORTH LITTLE ROCK,AR,72113,(501)803-3385,N,N,Y,Y,34.832003,-92.394574
33018,WAL-MART,NWC HWY 92 & MLK PKWY,SIERRA VISTA,AZ,85635,(520)458-1883,N,N,Y,Y,31.560323,-110.260078
33062,FREESTANDING,239 HOWELL STREET,FULTONDALE,AL,35068,(205)841-0002,N,Y,Y,Y,33.607727,-86.805801
33078,WAL-MART,1100 LEJUNE DRIVE(WM#3602),SPRINGFIELD,IL,62702,(217)585-1248,N,N,Y,N,39.744931,-89.639583
33115,WAL-MART,101 S BELTLINE HWY,MOBILE,AL,36606,(251)471-9003,N,N,Y,N,30.6845,-88.124986
33168,FREESTANDING,10999 METCALF AVENUE,OVERLAND PARK,KS,66211,(913)491-0970,N,Y,Y,Y,38.929648,-94.667075
33172,FREESTANDING,HIGHWAY 8 & SR324,AUBURN,GA,30011,(678)225-7000,N,Y,Y,Y,34.010359,-83.851848
33210,FREESTANDING,101 ENTERPRISE DRIVE,GADSDEN,AL,35904,(256)538-7580,N,Y,Y,Y,33.997605,-86.09301
33287,WAL-MART,3151 APEX PEAKWAY (W-M #3889),APEX,NC,27502,(919)290-2592,N,N,Y,N,35.714998,-78.843258
33308,FREESTANDING,900 NE LANGSFORD RD,LEE'S SUMMIT,MO,64086,(816)246-5156,N,Y,Y,Y,38.91797,-94.360936
33313,FREESTANDING,910 SHILOH CROSSING BLVD.,BILLINGS,MT,59102,(406)652-5652,N,Y,Y,Y,45.75411,-108.617127
33389,WAL-MART,1703 EXPRESSWAY 83,PENITAS,TX,78576,(956)583-4994,N,N,Y,N,26.246205,-98.443055
33470,FREESTANDING,5615 ELDORADO PRKWY,FRISCO,TX,75034,(214)705-0935,N,Y,Y,Y,33.174409,-96.837403
33526,FREESTANDING,180 LOOP 323 SSW,TYLER,TX,75702,(903)595-1524,N,Y,Y,Y,32.351594,-95.343336
33546,WAL-MART,L-40 & HWY 42 (W-M #5743),GARNER,NC,27529,(919)772-7265,N,N,Y,Y,35.607781,-78.555247
33722,FREESTANDING,43133 S. AIRPORT ROAD,HAMMOND,LA,70403,(985)340-2952,N,Y,Y,Y,30.481688,-90.414712
33785,FREESTANDING,1460 WEST CHINDEN BOULEVARD,EAGLE,ID,83616,(208)888-7999,N,Y,Y,Y,43.66338,-116.411111
33815,FREESTANDING,5427 RIDGE AVE,CINCINNATI,OH,45213,(513)351-2294,Y,Y,Y,Y,39.171211,-84.426711
33834,FREESTANDING,1250 E. ALBANY ST.,BROKEN ARROW,OK,74012,(918)355-0378,N,Y,Y,Y,36.075673,-95.778422
33928,FREESTANDING,12540 NO. BEACH ST.,FORT WORTH,TX,76248,(817)741-1811,Y,Y,Y,Y,32.954341,-97.280239
34024,GAS STATION,6748 FM 1463 RD,FULSHEAR,TX,77441,(281)394-7272,N,Y,Y,Y,29.693897,-95.847078
34043,WAL-MART,7735 N TRYON ST (WM #2134),CHARLOTTE,NC,28262,(704)549-0203,N,N,Y,N,35.295202,-80.757928
34123,WAL-MART,20221 E. 1110 RD. (W-M #134),ELK CITY,OK,73648,(580)225-2911,N,N,Y,Y,35.409222,-99.376606
34152,FREESTANDING,3300 HULEN ST.,FORT WORTH,TX,76107,(817)735-1970,N,Y,Y,Y,32.727861,-97.388225
34272,FREESTANDING,10180 N. 4800 WEST STREET,CEDAR HILLS,UT,84062,(801)763-1841,Y,Y,Y,Y,40.416811,-111.773052
34332,FREESTANDING,50090 HARRISON ST,COACHELLA,CA,92236,(760)398-5600,N,Y,Y,Y,33.683657,-116.181107
34338,SHARED BLDNG,606 E. LINCOLN WAY,MORRISON,IL,61270,(815)772-2210,N,Y,Y,Y,41.807599,-89.9562
34377,FREESTANDING,2675 ROOSEVELT BLVD.,LARGO,FL,33760,(727)532-9994,N,Y,Y,Y,27.91584,-82.726445
34384,TRAVEL CNTR,8745 HIGHWAY 93 NORTH. SUITE C,MISSOULA,MT,59808,(406)327-9000,N,Y,Y,Y,46.955207,-114.132511
34457,FREESTANDING,5301 HAZEL AVE,FAIR OAKS,CA,95628,(916)967-1642,N,Y,Y,Y,38.663059,-121.22612
34458,STOREFRONT,3809 BROADWAY,NEW YORK,NY,10032,(212)568-7903,N,N,Y,Y,40.835319,-73.944335
34471,FREESTANDING,20890 HIGHWAY 43,CALVERT,AL,36560,(251)829-9480,N,Y,Y,Y,31.127191,-88.009123
34504,GAS STATION,1148 MAIN STREET,VILONIA,AR,72173,(501)796-8696,N,Y,Y,Y,35.085314,-92.198876
34515,FREESTANDING,1203 MAIN STREET,FORT MORGAN,CO,80701,(970)867-8833,N,Y,Y,Y,40.261385,-103.801864
34520,FREESTANDING,7417 RICHLANDS HIGHWAY,RICHLANDS,NC,28574,(910)324-8040,N,Y,Y,Y,34.886987,-77.548871
34524,SHARED BLDNG,NEC 965&PENN,NORTH LIBERTY,IA,52241,(319)665-2230,N,Y,Y,Y,41.753469,-91.607013
34609,FREESTANDING,290 BRISTOL STREET,COSTA MESA,CA,92626,(714)557-1438,N,Y,Y,Y,33.667222,-117.88213
34644,FREESTANDING,3844 S. ROXBORO STREET,DURHAM,NC,27713,(919)484-0940,N,Y,Y,Y,35.949101,-78.924898
34689,FREESTANDING,6235 SOUTH HEARTLAND DRIVE,ZIONSVILLE,IN,46077,(317)769-6130,N,Y,Y,Y,39.949999,-86.340047
34702,FREESTANDING,1607 PANAMA LANE,BAKERSFIELD,CA,93307,(661)833-3866,N,Y,Y,Y,35.295317,-119.020629
34751,FREESTANDING,12017 W. ALAMEDA PARKWAY,LAKEWOOD,CO,80228,(303)989-0055,Y,Y,Y,Y,39.709213,-105.134679
34772,WAL-MART,1800 N MAIN ST,SALINAS,CA,93906,(831)443-4500,N,N,Y,N,36.717808,-121.65037
34792,FREESTANDING,2733 E WASHINGTON AVE,MADISON,WI,53704,(608)240-1665,N,Y,Y,Y,43.102362,-89.344769
34823,FREESTANDING,202 W MONTE CRISTO RD,EDINBURG,TX,78541,(956)383-0698,N,Y,Y,Y,26.336622,-98.157794
34830,FREESTANDING,4440 STATE HWY 6 SOUTH,COLLEGE STATION,TX,77845,(979)690-2193,N,Y,Y,Y,30.561297,-96.261855
34831,FREESTANDING,HARBISON BLVD. & PARK TERRACE DRIVE,COLUMBIA,SC,29212,(803)781-0848,N,Y,Y,Y,34.073965,-81.155449
34863,FREESTANDING,895 HARBOR BLVD.,DESTIN,FL,32541,(850)837-2261,N,Y,Y,Y,30.389302,-86.480804
34900,FREESTANDING,5555 FM 423,FRISCO,TX,75034,(214)469-1605,N,Y,Y,Y,33.125304,-96.891795
34938,FREESTANDING,5800 S GESSNER RD,HOUSTON,TX,77036,(713)541-9538,Y,Y,Y,Y,29.717321,-95.539422
34947,MALL,208 STANFORD SHOPPING CTR,PALO ALTO,CA,94304,(650)327-0560,N,N,Y,Y,37.442653,-122.170491
34956,FREESTANDING,5421 NEW ALBANY RD W,NEW ALBANY,OH,43054,(614)775-5000,N,Y,Y,Y,40.094665,-82.82382
34977,FREESTANDING,903 EAST WALNUT,PARIS,AR,72855-4026,(479)963-1633,N,Y,Y,Y,35.292281,-93.721558
35016,TRAVEL CNTR,1846 NORTH MECKLENBURG AVENUE,SOUTH HILL,VA,23670,(434)447-3725,N,Y,Y,Y,36.748144,-78.098896
35035,FREESTANDING,12101 SO. WACO AVE.,GLENPOOL,OK,74066,(918)298-4191,N,Y,Y,Y,35.98786,-96.015933
35064,FREESTANDING,424 EAST HWY,HOLDENVILLE,OK,74848,(405)379-3966,N,Y,Y,Y,35.08716,-96.38231
35180,SHARED BLDNG,"200 N. MAIN STREET, SUITE F",HAYSVILLE,KS,67060,(316)522-6266,N,Y,Y,Y,37.566768,-97.351501
35201,AIRPORT,776 NORTH TERMINAL DRIVE,SALT LAKE CITY,UT,84116,(801)322-6223,N,N,Y,N,40.785425,-111.98201
35331,FREESTANDING,HWY. 20 - KROGER OUT LOT #2,SUGAR HILL,GA,30518,(770)932-0480,N,Y,Y,Y,34.121851,-84.079111
35375,FREESTANDING,13300 PIEDMONT RD.,PIEDMONT,OK,73099,(405)283-0840,N,Y,Y,Y,35.605543,-97.744728
35457,FREESTANDING,1617 BARTLETT AVE,EVANSVILLE,IN,47711,(812)425-5922,N,Y,Y,Y,37.99279,-87.539001
35473,FREESTANDING,2960 INTERNATIONAL PKWY,LAKE MARY,FL,32746,(407)444-5278,N,Y,Y,Y,28.788163,-81.359716
35507,FREESTANDING,1540 MOUNT HOOD AVE,WOODBURN,OR,97071,(503)980-9028,N,Y,Y,Y,45.151109,-122.836343
35558,FREESTANDING,N OF THE NW CORNER OF HIGLEY & CHANDLER,GILBERT,AZ,85298,(480)988-5981,Y,Y,Y,Y,33.235349,-111.721011
35585,FREESTANDING,6321 AMERIPLEX DRIVE,PORTAGE,IN,46368,(219)762-0900,N,Y,Y,Y,41.607421,-87.171439
35631,FREESTANDING,10303 ALAMEDA AVE,SOCORRO,TX,79927,(915)858-0066,Y,Y,Y,Y,31.654482,-106.289929
35651,FREESTANDING,3921 S. US HWY #301,RIVERVIEW,FL,33578,(813)626-4916,N,Y,Y,Y,27.91241,-82.348808
35671,STOREFRONT,260 CENTRAL AVE,JERSEY CITY,NJ,07307-3067,(201)418-8506,N,N,Y,Y,40.743754,-74.05063
35687,AIRPORT,HARTSFIELD AIRPORT,ATLANTA,GA,30320,(404)761-8176,N,N,Y,N,33.64065,-84.425661
35757,FREESTANDING,602 OKLAHOMA BLVD.,ALVA,OK,73717,(580)327-0044,N,Y,Y,Y,36.798008,-98.667417
35831,FREESTANDING,1305 E. OSCEOLA PKWY,KISSIMMEE,FL,34744,(407)343-9196,N,Y,Y,Y,28.341114,-81.388301
142,FREESTANDING,3701 BROADWAY,FAIR LAWN,NJ,7410,(201)794-1313,N,Y,Y,Y,40.926113,-74.099762
148,FREESTANDING,2375 BERLIN TPKE,NEWINGTON,CT,6111,(860)667-4600,N,Y,Y,Y,41.687704,-72.708146
160,FREESTANDING,730 ROUTE 18 NORTH,EAST BRUNSWICK,NJ,8816,(732)257-8383,N,Y,Y,Y,40.428017,-74.382339
168,FREESTANDING,1825 S MACARTHUR BLVD,SPRINGFIELD,IL,62704-4029,(217)546-5323,Y,Y,Y,Y,39.780538,-89.668691
180,FREESTANDING,4219 MAIN ST,BRIDGEPORT,CT,6606,(203)371-5879,N,Y,Y,Y,41.217571,-73.215118
231,FREESTANDING,1966 HWY 27,EDISON,NJ,8817,(732)985-3311,N,Y,Y,Y,40.519901,-74.395309
234,FREESTANDING,801 RT 38,CHERRY HILL,NJ,8002,(856)665-9601,N,Y,Y,Y,39.936084,-75.044145
265,FREESTANDING,925 HWY 35,MIDDLETOWN,NJ,7748,(732)671-0925,Y,Y,Y,Y,40.39592,-74.105042
295,FREESTANDING,1885 N OLDEN AVE,TRENTON,NJ,8638,(609)883-2815,N,Y,Y,Y,40.250119,-74.779661
356,FREESTANDING,352 RIVERDALE RD,WEST SPRINGFIELD,MA,1089,(413)737-5153,N,Y,Y,Y,42.115792,-72.623996
406,FREESTANDING,633 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,8861,(732)442-2980,N,Y,Y,Y,40.520782,-74.285851
420,FREESTANDING,259 S BLACK HORSE PIKE,MOUNT EPHRAIM,NJ,8059,(856)931-0624,Y,Y,Y,Y,39.875797,-75.084138
453,FREESTANDING,2603 S BROAD ST,TRENTON,NJ,8610,(609)888-9824,Y,Y,Y,Y,40.192218,-74.715737
463,FREESTANDING,1118 MAIN ST,RIVER EDGE,NJ,7661,(201)489-9216,N,Y,Y,Y,40.912445,-74.034782
466,FREESTANDING,334 JOHN FITCH HIGHWAY,FITCHBURG,MA,1420,(978)343-9618,N,Y,Y,Y,42.579613,-71.774071
470,FREESTANDING,1225 N BALDWIN AVE,MARION,IN,46952-2533,(765)664-5149,N,Y,Y,Y,40.573743,-85.675876
471,FREESTANDING,44 WM S CANNING BLVD,FALL RIVER,MA,2721,(508)678-0300,N,Y,Y,Y,41.677106,-71.161635
501,FREESTANDING,195 N MAIN ST,ANDOVER,MA,1810,(978)475-9854,N,Y,Y,Y,42.663246,-71.14463
549,FREESTANDING,718 AMERICAN LGN HWY,ROSLINDALE,MA,2131,(617)323-7027,N,Y,Y,Y,42.282864,-71.113602
573,FREESTANDING,US 130/COOPER ST,EDGEWATER PARK,NJ,8010,(609)877-8142,Y,Y,Y,Y,40.046543,-74.904387
592,FREESTANDING,809 BOSTON RD,SPRINGFIELD,MA,1109,(413)783-2328,N,Y,Y,Y,42.136741,-72.517735
595,FREESTANDING,413 MAIN ST,READING,MA,1867,(781)944-9782,Y,Y,Y,Y,42.520565,-71.102882
596,FREESTANDING,196 S WILLOW ST,MANCHESTER,NH,3103,(603)623-9259,N,Y,Y,Y,42.971172,-71.454674
604,FREESTANDING,332 SAINT JOHN ST,PORTLAND,ME,4102,(207)761-2817,Y,Y,Y,Y,43.654679,-70.280152
627,FREESTANDING,675 QUEEN ST,SOUTHINGTON,CT,6489,(860)621-5791,Y,Y,Y,Y,41.635104,-72.872751
629,FREESTANDING,290 WORCESTER RD,NATICK,MA,1760,(508)653-1809,N,Y,Y,Y,42.301762,-71.337135
653,FREESTANDING,201 S EVERGRN AVE,WOODBURY HEIGHTS,NJ,8097,(856)848-8820,Y,Y,Y,Y,39.825172,-75.159437
658,FREESTANDING,1728 LOMITA BLVD,LOMITA,CA,90717,(310)530-6505,N,Y,Y,Y,33.797634,-118.308525
666,FREESTANDING,632 BROADWAY,BANGOR,ME,4401,(207)942-0292,Y,Y,Y,Y,44.82224,-68.779246
672,FREESTANDING,1256 SAINT GEORGE AVE,AVENEL,NJ,7001,(732)636-5975,N,Y,Y,Y,40.581509,-74.293015
684,FREESTANDING,515 GALLIVAN BLVD,DORCHESTER,MA,2124,(617)282-0070,N,N,Y,Y,42.282402,-71.055159
691,FREESTANDING,422 WASHINGTON ST,STOUGHTON,MA,2072,(781)344-0489,Y,Y,Y,Y,42.13451,-71.101074
