keywords,city,Aggdata Store Number,store_number,address,state,zip_code,
American Eagle Outfitters,Garden City,2755,0002755 00002755,630 Old Country Road,NY,11530,
American Eagle Outfitters,Pittsburgh,2756,0002756 00002756,540 South 27th Street,PA,15203,
American Eagle Outfitters,Waterford,2757,0002757 00002757,850 Hartford Tpke,CT,6385,
American Eagle Outfitters,Columbia,2758,0002758 00002758,2300 Bernadette Drive,MO,65203,
American Eagle Outfitters,Omaha,2759,0002759 00002759,3001 South 144th Street,NE,68144,
American Eagle Outfitters,Barboursville,2763,0002763 00002763,500 Mall Road - Huntingto,WV,25504,
American Eagle Outfitters,Toldeo,2764,0002764 00002764,5001 Monroe Street,OH,43623,
American Eagle Outfitters,Greenwood,2765,0002765 00002765,1251 US 31 North,IN,46142,
American Eagle Outfitters,Mishawaka,2766,0002766 00002766,6501 Grape Rd,IN,46545,
American Eagle Outfitters,Victor,2767,0002767 00002767,741 Eastview Mall,NY,14564,
American Eagle Outfitters,Staten Island,2768,0002768 00002768,2655 Richmond Avenue,NY,10314,
American Eagle Outfitters,Whitehall,2770,0002770 00002770,233 Lehigh Valley Mall,PA,18052,
American Eagle Outfitters,Brandon,2771,0002771 00002771,432 Brandon Town Center M,FL,33511,
American Eagle Outfitters,West Des Moines,2772,0002772 00002772,101 Jordan Creek Parkway,IA,50266,
American Eagle Outfitters,Green Bay,2775,0002775 00002775,683 Bay Park Square,WI,54304,
American Eagle Outfitters,Orlando,2778,0002778 00002778,8001 S. Orange Blossom Tr,FL,32809,
American Eagle Outfitters,Cedar Park,2779,0002779 00002779,11200 Lakeline Mall Dr,TX,78613,
American Eagle Outfitters,Sandy,2781,0002781 00002781,10450 South State Street,UT,84070,
American Eagle Outfitters,Lubbock,2783,0002783 00002783,6002 Slide Road,TX,79414,
American Eagle Outfitters,San Antonio,2784,0002784 00002784,15900 LaCantera Parkway,TX,78256,
American Eagle Outfitters,King of Prussia,2785,0002785 00002785,160 N. Gulph Road,PA,19406,
American Eagle Outfitters,Pittsburgh,2786,0002786 00002786,2260 Robinson Center Dr,PA,15205,
American Eagle Outfitters,Newington,2787,0002787 00002787,50 Fox Run Road,NH,3801,
American Eagle Outfitters,North Wales,2789,0002789 00002789,110 Montgomery Mall,PA,19454,
American Eagle Outfitters,Bangor,2790,0002790 00002790,663 Stillwater Ave,ME,4401,
American Eagle Outfitters,New Hartford,2791,0002791 00002791,Rts 5 & 5A,NY,13413,
American Eagle Outfitters,Middletown,2792,0002792 00002792,1 North Galleria Drive,NY,10941,
American Eagle Outfitters,Canton,2793,0002793 00002793,4197 Belden Village Mall,OH,44718,
American Eagle Outfitters,Louisville,2794,0002794 00002794,5000 Shelbyville Road,KY,40207,
American Eagle Outfitters,Anchorage,2796,0002796 00002796,800 E. Dimond Blvd,AK,99515,
American Eagle Outfitters,Knoxville,2799,0002799 00002799,7600 Kingstown Pike,TN,37919,
American Eagle Outfitters,Fairfax,2800,0002800 00002800,11741 Fair Oaks Mall,VA,22033,
American Eagle Outfitters,Cerritos,2801,0002801 00002801,160 Los Cerritos Center,CA,90703,
American Eagle Outfitters,Grove City,2802,0002802 00002802,1191 Leesburg Road,PA,16127,
American Eagle Outfitters,Winston-Salem,2803,0002803 00002803,3320 Silas Creek Parkway,NC,27103,
American Eagle Outfitters,Memphis,2804,0002804 00002804,2760 N. Germantown Pky,TN,38133,
American Eagle Outfitters,Nashville,2805,0002805 00002805,460 Opry Mills Drive,TN,37214,
American Eagle Outfitters,Thousand Oaks,2808,0002808 00002808,180 West Hillcrest Dr.,CA,91360,
American Eagle Outfitters,Chesterfield,2810,0002810 00002810,63 Chesterfield Mall,MO,63017,
American Eagle Outfitters,Independence,2811,0002811 00002811,1152 Independence Ctr Dr,MO,64057,
American Eagle Outfitters,Fairview Heghts,2813,0002813 00002813,107 St. Claire Sq,IL,62208,
American Eagle Outfitters,Tulsa,2814,0002814 00002814,7021 S Memorial Dr,OK,74133,
American Eagle Outfitters,Grandville,2816,0002816 00002816,3700 Rivertown Parkway,MI,49418,
American Eagle Outfitters,Springfield,2817,0002817 00002817,2501 Wabash Ave,IL,62704,
American Eagle Outfitters,Peoria,2818,0002818 00002818,2200 W. War Memorial Drive,IL,61613,
American Eagle Outfitters,Edison,2819,0002819 00002819,55 Parsonage Road,NJ,8837,
American Eagle Outfitters,Willow Grove,2820,0002820 00002820,2500 Moreland Road,PA,19090,
American Eagle Outfitters,Altoona,2821,0002821 00002821,5580 Goods Lane,PA,16602,
American Eagle Outfitters,Wilkes Barre,2823,0002823 00002823,21 Wyoming Valley Mall,PA,18702,
American Eagle Outfitters,Scranton,2824,0002824 00002824,100 Viewmont Mall,PA,18508,
American Eagle Outfitters,State College,2826,0002826 00002826,2901 East College Ave,PA,16801,
American Eagle Outfitters,West Nyack,2827,0002827 00002827,2552 Palisades Center Dr,NY,10994,
American Eagle Outfitters,Arlington,2830,0002830 00002830,3811 S. Cooper,TX,76015,
American Eagle Outfitters,Rochester,2832,0002832 00002832,#660 Apache Mall,MN,55902,
American Eagle Outfitters,Fort Worth,2833,0002833 00002833,4800 S. Hulen St.,TX,76132,
American Eagle Outfitters,Wauwatosa,2834,0002834 00002834,2500 N. Mayfair Road,WI,53226,
American Eagle Outfitters,Strongsville,2837,0002837 00002837,404 South Park Center,OH,44136,
American Eagle Outfitters,Hickory,2838,0002838 00002838,1960 US Highway 70 SE,NC,28602,
American Eagle Outfitters,Marlborough,2840,0002840 00002840,601 Donald Lynch Blvd,MA,1752,
American Eagle Outfitters,Peabody,2842,0002842 00002842,210 Andover St,MA,1960,
American Eagle Outfitters,Grapevine,2843,0002843 00002843,3000 Grapevine Mills Pky,TX,76051,
American Eagle Outfitters,Gurnee,2844,0002844 00002844,6170 West Grand Ave,IL,60031,
American Eagle Outfitters,Rehoboth Beach,2848,0002848 00002848,36445 Seaside Outlet Dr,DE,19971,
American Eagle Outfitters,ON,2851,0002851 00002851,1 Mills Circle,CA,91764,
American Eagle Outfitters,San Juan,2852,0002852 00002852,525 FD Roosevelt Ave,PR,918,
American Eagle Outfitters,Riverhead,2854,0002854 00002854,1203 Tanger Mall Drive,NY,11901,
American Eagle Outfitters,Charlotte,2856,0002856 00002856,6801 Northlake Mall Drive,NC,28216,
American Eagle Outfitters,San Marcos,2857,0002857 00002857,4015 Interstate Highway 3,TX,78666,
American Eagle Outfitters,Towson,2858,0002858 00002858,825 Dulaney Valley Road,MD,21204,
American Eagle Outfitters,Florence,2859,0002859 00002859,1034 Florence Mall,KY,41042,
